Identity	name	area	isIrrigated	unutilisedGrazableDM	CFixed	surfaceResidueC	subsurfaceResidueC	urineCCropClass	manureFOMCsurface	faecalCCropClass	storageProcessingCLoss	fertiliserC	harvestedC	harvestedDM	burntResidueC	residueCtoNextCrop	unutilisedGrazableC	NyieldMax	maxCropNuptake	cropNuptake	mineralNavailable	soilNMineralisation	Nfixed	nAtm	fertiliserNinput	totalManureNApplied	urineNCropClass	faecalNCropClass	mineralNFromLastCrop	surfaceResidueN	subsurfaceResidueN	excretaNInput	manureNH3emission	fertiliserNH3emission	urineNH3emission	harvestedN	storageProcessingNLoss	manureN2OEmission	soilN2OEmission	fertiliserN2OEmission	Placeholder	burningN2ON	N2Nemission	burningNH3N	burningNOxN	burningOtherN	N2ONemission	nitrateLeaching	mineralNToNextCrop	Precipitation	Irrigation	Drainage	surfaceResidueDM	startday 	startmonth 	startyear 	endday 	endmonth 	endyear 	storageProcessingDMLoss	storageProcessingCLoss	storageProcessingNLoss	unutilisedGrazableN	Name	Potential_yield	waterLimited_yield	Modelled_yield	Expected_yield	Grazed_yield	Harvested	usableForBedding	Name	Potential_yield	waterLimited_yield	Modelled_yield	Expected_yield	Grazed_yield	Harvested	usableForBedding	CropSeq	duration	residueCfromLastCrop	soilCO2_CEmission	CdeltaSoil	deltaSoilN	residueNfromLastCrop	grazedN	residueNtoNextCrop	StartDay
-	-	ha	-	kg/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgC/ha	kgDM/ha	kgC/ha	kgC/ha	kg/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha		kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	mm	mm	mm	kg/ha	day	month	year	day	month	year	kg DM/ha	kg C/ha	kg N/ha	kgN/ha	kg/ha	kgDM/ha	kgDM/ha	kgDM/ha	kgDM/ha	kgDM/ha	-	-	kg/ha	kgDM/ha	kgDM/ha	kgDM/ha	kgDM/ha	kgDM/ha	-	-	-	days	kgC/ha	kgC/ha	kgC/ha	kgN/ha	kgN/ha	kgN/ha	kgN/ha	JulianDay
39	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2518	52.8475	0	10	0	0	0	0	21.6992	0	0	0	0	0	0	0	0	0	0.6285	0	0	0	1.1313	0	0	0	0.6285	61.5352	21.2518	754.8065	0	365.852	0	16	11	40	15	11	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	634.1703	-4712028.3551	-52.8475	0	0	0	14555
40	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8161	51.6258	0	10	0	0	0	0	21.2518	0	0	0	0	0	0	0	0	0	0.6163	0	0	0	1.1093	0	0	0	0.6163	60.336	20.8161	754.8065	0	365.9895	0	16	11	41	15	11	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	619.5095	-4773979.3039	-51.6258	0	0	0	14920
41	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.3918	50.4334	0	10	0	0	0	0	20.8161	0	0	0	0	0	0	0	0	0	0.6043	0	0	0	1.0878	0	0	0	0.6043	59.1656	20.3918	754.8065	0	366.1236	0	16	11	42	15	11	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	605.2013	-4834499.4376	-50.4334	0	0	0	15285
42	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9786	49.2698	0	10	0	0	0	0	20.3918	0	0	0	0	0	0	0	0	0	0.5927	0	0	0	1.0669	0	0	0	0.5927	58.0235	19.9786	754.8065	0	366.2543	0	16	11	43	15	11	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	591.2374	-4893623.1797	-49.2698	0	0	0	15650
43	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5761	48.1341	0	10	0	0	0	0	19.9786	0	0	0	0	0	0	0	0	0	0.5813	0	0	0	1.0464	0	0	0	0.5813	56.9088	19.5761	754.8065	0	366.3818	0	16	11	44	15	11	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	577.6095	-4951384.1266	-48.1341	0	0	0	16015
44	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.184	47.0258	0	10	0	0	0	0	19.5761	0	0	0	0	0	0	0	0	0	0.5703	0	0	0	1.0265	0	0	0	0.5703	55.8211	19.184	754.8065	0	366.5061	0	16	11	45	15	11	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	564.3094	-5007815.0679	-47.0258	0	0	0	16380
45	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8022	45.9441	0	10	0	0	0	0	19.184	0	0	0	0	0	0	0	0	0	0.5594	0	0	0	1.007	0	0	0	0.5594	54.7595	18.8022	754.8065	0	366.6273	0	16	11	46	15	11	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	551.3294	-5062948.0056	-45.9441	0	0	0	16745
46	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4302	44.8885	0	10	0	0	0	0	18.8022	0	0	0	0	0	0	0	0	0	0.5489	0	0	0	0.988	0	0	0	0.5489	53.7236	18.4302	754.8065	0	366.7455	0	16	11	47	15	11	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	538.6617	-5116814.1728	-44.8885	0	0	0	17110
47	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0678	43.8582	0	10	0	0	0	0	18.4302	0	0	0	0	0	0	0	0	0	0.5386	0	0	0	0.9694	0	0	0	0.5386	52.7126	18.0678	754.8065	0	366.8607	0	16	11	48	15	11	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	526.2988	-5169444.0521	-43.8582	0	0	0	17475
48	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7148	42.8528	0	10	0	0	0	0	18.0678	0	0	0	0	0	0	0	0	0	0.5285	0	0	0	0.9514	0	0	0	0.5285	51.7259	17.7148	754.8065	0	366.9732	0	16	11	49	15	11	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	514.2334	-5220867.394	-42.8528	0	0	0	17840
49	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3709	41.8715	0	10	0	0	0	0	17.7148	0	0	0	0	0	0	0	0	0	0.5187	0	0	0	0.9337	0	0	0	0.5187	50.7631	17.3709	754.8065	0	367.0828	0	16	11	50	15	11	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	502.4584	-5271113.2337	-41.8715	0	0	0	18205
50	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0358	40.9139	0	10	0	0	0	0	17.3709	0	0	0	0	0	0	0	0	0	0.5091	0	0	0	0.9165	0	0	0	0.5091	49.8234	17.0358	754.8065	0	367.1898	0	16	11	51	15	11	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	490.9668	-5320209.9088	-40.9139	0	0	0	18570
51	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.7093	39.9793	0	10	0	0	0	0	17.0358	0	0	0	0	0	0	0	0	0	0.4998	0	0	0	0.8996	0	0	0	0.4998	48.9064	16.7093	754.8065	0	367.2942	0	16	11	52	15	11	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	479.7517	-5368185.076	-39.9793	0	0	0	18935
52	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3912	39.0672	0	10	0	0	0	0	16.7093	0	0	0	0	0	0	0	0	0	0.4907	0	0	0	0.8832	0	0	0	0.4907	48.0114	16.3912	754.8065	0	367.396	0	16	11	53	15	11	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	468.8065	-5415065.727	-39.0672	0	0	0	19300
53	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0812	38.1771	0	10	0	0	0	0	16.3912	0	0	0	0	0	0	0	0	0	0.4818	0	0	0	0.8672	0	0	0	0.4818	47.1381	16.0812	754.8065	0	367.4953	0	16	11	54	15	11	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	458.1248	-5460878.2047	-38.1771	0	0	0	19665
54	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7792	37.3083	0	10	0	0	0	0	16.0812	0	0	0	0	0	0	0	0	0	0.4731	0	0	0	0.8516	0	0	0	0.4731	46.2858	15.7792	754.8065	0	367.5922	0	16	11	55	15	11	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	447.7001	-5505648.219	-37.3083	0	0	0	20030
55	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4848	36.4605	0	10	0	0	0	0	15.7792	0	0	0	0	0	0	0	0	0	0.4646	0	0	0	0.8363	0	0	0	0.4646	45.454	15.4848	754.8065	0	367.6868	0	16	11	56	15	11	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	437.5264	-5549400.8615	-36.4605	0	0	0	20395
56	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1979	35.6331	0	10	0	0	0	0	15.4848	0	0	0	0	0	0	0	0	0	0.4563	0	0	0	0.8214	0	0	0	0.4563	44.6423	15.1979	754.8065	0	367.779	0	16	11	57	15	11	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	427.5976	-5592160.6206	-35.6331	0	0	0	20760
57	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9184	34.8256	0	10	0	0	0	0	15.1979	0	0	0	0	0	0	0	0	0	0.4483	0	0	0	0.8069	0	0	0	0.4483	43.8501	14.9184	754.8065	0	367.8691	0	16	11	58	15	11	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	417.9078	-5633951.3956	-34.8256	0	0	0	21125
58	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6459	34.0376	0	10	0	0	0	0	14.9184	0	0	0	0	0	0	0	0	0	0.4404	0	0	0	0.7927	0	0	0	0.4404	43.077	14.6459	754.8065	0	367.957	0	16	11	59	15	11	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	408.4512	-5674796.5117	-34.0376	0	0	0	21490
59	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3804	33.2685	0	10	0	0	0	0	14.6459	0	0	0	0	0	0	0	0	0	0.4327	0	0	0	0.7788	0	0	0	0.4327	42.3225	14.3804	754.8065	0	368.0428	0	16	11	60	15	11	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	399.2222	-5714718.7325	-33.2685	0	0	0	21855
60	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1216	32.518	0	10	0	0	0	0	14.3804	0	0	0	0	0	0	0	0	0	0.4252	0	0	0	0.7653	0	0	0	0.4252	41.5863	14.1216	754.8065	0	368.1265	0	16	11	61	15	11	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	390.2154	-5753740.2747	-32.518	0	0	0	22220
61	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8693	31.7855	0	10	0	0	0	0	14.1216	0	0	0	0	0	0	0	0	0	0.4179	0	0	0	0.7521	0	0	0	0.4179	40.8677	13.8693	754.8065	0	368.2082	0	16	11	62	15	11	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	381.4255	-5791882.8203	-31.7855	0	0	0	22585
62	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6234	31.0706	0	10	0	0	0	0	13.8693	0	0	0	0	0	0	0	0	0	0.4107	0	0	0	0.7393	0	0	0	0.4107	40.1665	13.6234	754.8065	0	368.288	0	16	11	63	15	11	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	372.8471	-5829167.53	-31.0706	0	0	0	22950
63	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3837	30.3729	0	10	0	0	0	0	13.6234	0	0	0	0	0	0	0	0	0	0.4037	0	0	0	0.7267	0	0	0	0.4037	39.4822	13.3837	754.8065	0	368.3659	0	16	11	64	15	11	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	364.4753	-5865615.0552	-30.3729	0	0	0	23315
64	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1501	29.6921	0	10	0	0	0	0	13.3837	0	0	0	0	0	0	0	0	0	0.3969	0	0	0	0.7145	0	0	0	0.3969	38.8143	13.1501	754.8065	0	368.442	0	16	11	65	15	11	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	356.305	-5901245.5509	-29.6921	0	0	0	23680
65	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9224	29.0276	0	10	0	0	0	0	13.1501	0	0	0	0	0	0	0	0	0	0.3903	0	0	0	0.7025	0	0	0	0.3903	38.1626	12.9224	754.8065	0	368.5163	0	16	11	66	15	11	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	348.3314	-5936078.6869	-29.0276	0	0	0	24045
66	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7003	28.3791	0	10	0	0	0	0	12.9224	0	0	0	0	0	0	0	0	0	0.3838	0	0	0	0.6908	0	0	0	0.3838	37.5265	12.7003	754.8065	0	368.5888	0	16	11	67	15	11	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	340.5497	-5970133.6598	-28.3791	0	0	0	24410
67	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4839	27.7463	0	10	0	0	0	0	12.7003	0	0	0	0	0	0	0	0	0	0.3775	0	0	0	0.6794	0	0	0	0.3775	36.9058	12.4839	754.8065	0	368.6596	0	16	11	68	15	11	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	332.9554	-6003429.2044	-27.7463	0	0	0	24775
68	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2729	27.1287	0	10	0	0	0	0	12.4839	0	0	0	0	0	0	0	0	0	0.3713	0	0	0	0.6683	0	0	0	0.3713	36.3001	12.2729	754.8065	0	368.7287	0	16	11	69	15	11	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	325.544	-6035983.6048	-27.1287	0	0	0	25140
69	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0672	26.5259	0	10	0	0	0	0	12.2729	0	0	0	0	0	0	0	0	0	0.3653	0	0	0	0.6575	0	0	0	0.3653	35.7089	12.0672	754.8065	0	368.7963	0	16	11	70	15	11	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	318.311	-6067814.7048	-26.5259	0	0	0	25505
70	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8666	25.9377	0	10	0	0	0	0	12.0672	0	0	0	0	0	0	0	0	0	0.3594	0	0	0	0.6469	0	0	0	0.3594	35.132	11.8666	754.8065	0	368.8622	0	16	11	71	15	11	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	311.2521	-6098939.9189	-25.9377	0	0	0	25870
71	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6711	25.3636	0	10	0	0	0	0	11.8666	0	0	0	0	0	0	0	0	0	0.3536	0	0	0	0.6365	0	0	0	0.3536	34.569	11.6711	754.8065	0	368.9267	0	16	11	72	15	11	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	304.3632	-6129376.2428	-25.3636	0	0	0	26235
72	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4805	24.8033	0	10	0	0	0	0	11.6711	0	0	0	0	0	0	0	0	0	0.348	0	0	0	0.6265	0	0	0	0.348	34.0195	11.4805	754.8065	0	368.9896	0	16	11	73	15	11	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	297.6402	-6159140.2626	-24.8033	0	0	0	26600
73	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2946	24.2566	0	10	0	0	0	0	11.4805	0	0	0	0	0	0	0	0	0	0.3426	0	0	0	0.6166	0	0	0	0.3426	33.4833	11.2946	754.8065	0	369.0511	0	16	11	74	15	11	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	291.079	-6188248.1657	-24.2566	0	0	0	26965
74	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1133	23.723	0	10	0	0	0	0	11.2946	0	0	0	0	0	0	0	0	0	0.3372	0	0	0	0.607	0	0	0	0.3372	32.96	11.1133	754.8065	0	369.1112	0	16	11	75	15	11	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	284.6758	-6216715.7494	-23.723	0	0	0	27330
75	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9366	23.2022	0	10	0	0	0	0	11.1133	0	0	0	0	0	0	0	0	0	0.332	0	0	0	0.5976	0	0	0	0.332	32.4493	10.9366	754.8065	0	369.1699	0	16	11	76	15	11	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	278.4268	-6244558.431	-23.2022	0	0	0	27695
76	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7643	22.694	0	10	0	0	0	0	10.9366	0	0	0	0	0	0	0	0	0	0.3269	0	0	0	0.5885	0	0	0	0.3269	31.9509	10.7643	754.8065	0	369.2273	0	16	11	77	15	11	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	272.3283	-6271791.2566	-22.694	0	0	0	28060
77	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5963	22.198	0	10	0	0	0	0	10.7643	0	0	0	0	0	0	0	0	0	0.322	0	0	0	0.5796	0	0	0	0.322	31.4645	10.5963	754.8065	0	369.2833	0	16	11	78	15	11	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	266.3765	-6298428.91	-22.198	0	0	0	28425
78	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4325	21.714	0	10	0	0	0	0	10.5963	0	0	0	0	0	0	0	0	0	0.3171	0	0	0	0.5709	0	0	0	0.3171	30.9899	10.4325	754.8065	0	369.3381	0	16	11	79	15	11	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	260.5681	-6324485.7215	-21.714	0	0	0	28790
79	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2727	21.2416	0	10	0	0	0	0	10.4325	0	0	0	0	0	0	0	0	0	0.3124	0	0	0	0.5623	0	0	0	0.3124	30.5266	10.2727	754.8065	0	369.3916	0	16	11	80	15	11	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	254.8995	-6349975.6763	-21.2416	0	0	0	29155
80	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1169	20.7806	0	10	0	0	0	0	10.2727	0	0	0	0	0	0	0	0	0	0.3078	0	0	0	0.5541	0	0	0	0.3078	30.0746	10.1169	754.8065	0	369.4439	0	16	11	81	15	11	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	249.3675	-6374912.4231	-20.7806	0	0	0	29520
81	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.965	20.3307	0	10	0	0	0	0	10.1169	0	0	0	0	0	0	0	0	0	0.3033	0	0	0	0.546	0	0	0	0.3033	29.6334	9.965	754.8065	0	369.4951	0	16	11	82	15	11	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	243.9686	-6399309.2815	-20.3307	0	0	0	29885
82	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8168	19.8916	0	10	0	0	0	0	9.965	0	0	0	0	0	0	0	0	0	0.2989	0	0	0	0.538	0	0	0	0.2989	29.2028	9.8168	754.8065	0	369.5451	0	16	11	83	15	11	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	238.6997	-6423179.2507	-19.8916	0	0	0	30250
83	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6723	19.4631	0	10	0	0	0	0	9.8168	0	0	0	0	0	0	0	0	0	0.2946	0	0	0	0.5303	0	0	0	0.2946	28.7827	9.6723	754.8065	0	369.5939	0	16	11	84	15	11	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	233.5577	-6446535.0168	-19.4631	0	0	0	30615
84	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5314	19.045	0	10	0	0	0	0	9.6723	0	0	0	0	0	0	0	0	0	0.2904	0	0	0	0.5228	0	0	0	0.2904	28.3726	9.5314	754.8065	0	369.6417	0	16	11	85	15	11	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	228.5394	-6469388.9601	-19.045	0	0	0	30980
85	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.394	18.6368	0	10	0	0	0	0	9.5314	0	0	0	0	0	0	0	0	0	0.2864	0	0	0	0.5155	0	0	0	0.2864	27.9724	9.394	754.8065	0	369.6884	0	16	11	86	15	11	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	223.642	-6491753.1631	-18.6368	0	0	0	31345
86	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2599	18.2385	0	10	0	0	0	0	9.394	0	0	0	0	0	0	0	0	0	0.2824	0	0	0	0.5083	0	0	0	0.2824	27.5819	9.2599	754.8065	0	369.7341	0	16	11	87	15	11	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	218.8625	-6513639.417	-18.2385	0	0	0	31710
87	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1292	17.8498	0	10	0	0	0	0	9.2599	0	0	0	0	0	0	0	0	0	0.2785	0	0	0	0.5013	0	0	0	0.2785	27.2008	9.1292	754.8065	0	369.7788	0	16	11	88	15	11	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	214.1981	-6535059.229	-17.8498	0	0	0	32075
88	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0017	17.4705	0	10	0	0	0	0	9.1292	0	0	0	0	0	0	0	0	0	0.2747	0	0	0	0.4945	0	0	0	0.2747	26.8288	9.0017	754.8065	0	369.8225	0	16	11	89	15	11	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	209.646	-6556023.8293	-17.4705	0	0	0	32440
89	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8774	17.1003	0	10	0	0	0	0	9.0017	0	0	0	0	0	0	0	0	0	0.271	0	0	0	0.4878	0	0	0	0.271	26.4658	8.8774	754.8065	0	369.8652	0	16	11	90	15	11	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	205.2035	-6576544.1773	-17.1003	0	0	0	32805
90	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7561	16.739	0	10	0	0	0	0	8.8774	0	0	0	0	0	0	0	0	0	0.2674	0	0	0	0.4813	0	0	0	0.2674	26.1116	8.7561	754.8065	0	369.907	0	16	11	91	15	11	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	200.8679	-6596630.9687	-16.739	0	0	0	33170
91	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6378	16.3864	0	10	0	0	0	0	8.7561	0	0	0	0	0	0	0	0	0	0.2639	0	0	0	0.475	0	0	0	0.2639	25.7659	8.6378	754.8065	0	369.9479	0	16	11	92	15	11	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	196.6367	-6616294.6412	-16.3864	0	0	0	33535
92	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5224	16.0423	0	10	0	0	0	0	8.6378	0	0	0	0	0	0	0	0	0	0.2604	0	0	0	0.4688	0	0	0	0.2604	25.4285	8.5224	754.8065	0	369.9879	0	16	11	93	15	11	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	192.5074	-6635545.3812	-16.0423	0	0	0	33900
93	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4099	15.7065	0	10	0	0	0	0	8.5224	0	0	0	0	0	0	0	0	0	0.2571	0	0	0	0.4627	0	0	0	0.2571	25.0992	8.4099	754.8065	0	370.027	0	16	11	94	15	11	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	188.4775	-6654393.1296	-15.7065	0	0	0	34265
94	Bare soil	100	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3001	15.3787	0	10	0	0	0	0	8.4099	0	0	0	0	0	0	0	0	0	0.2538	0	0	0	0.4568	0	0	0	0.2538	24.7779	8.3001	754.8065	0	370.0653	0	16	11	95	15	11	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	365	0	184.5446	-6672847.5878	-15.3787	0	0	0	34630
