CropSeqID	startDay	endDay	FOMCStoredStart	HUMCStoredStart	ROMCStoredStart	BiocharCStoredStart	FOMnStoredStart	HUMnStoredStart	ROMnStoredStart	FOMC_InputThisCrop	HUMC_InputThisCrop	BiocharC_InputThisCrop	CO2Emission	balance	FOMCStoredEnd	HUMCStoredEnd	ROMCStoredEnd	BiocharCStoredEnd	SoilOrganicCarbon	FOMnStoredEnd	HUMnStoredEnd	ROMnStoredEnd	Total_soil_N	FOMNInput	HUMNInput	Nmin	Org_N_leached	NStart	Nend	FOMnmineralised
CropSeqID	day	day	MgC/ha	MgC/ha	MgC/ha	MgC/ha	MgN/ha	MgN/ha	MgN/ha	MgC/ha/period	MgC/ha/period	MgC/ha/period	MgC/ha/period	MgC/ha/period	MgC/ha	MgC/ha	MgC/ha	MgC/ha	MgC/ha	MgN/ha	MgN/ha	MgN/ha	MgN/ha	MgN/ha/period	MgN/ha/period	MgN/ha/period	MgN/ha/period	MgN/ha	MgN/ha	MgN/ha/period
1	-16835	-16471	6460.46311803797	69251.5033441575	79584.519258409	0	490.328984518973	5770.95861201312	6632.04327153408	6599.99999999998	0	0	6713.60862658345	1.16415321826935E-10	6460.46311803797	69133.9942957758	79588.4196802071	0	155182.877094021	490.328984518973	5761.16619131465	6632.36830668392	12883.8634825175	440.000000000003	0	449.467385548633	0	12893.3308680662	12883.8634825175	440
1	-16470	-16106	6460.46311803797	69133.9942957758	79588.4196802071	0	490.328984518973	5761.16619131465	6632.36830668392	6599.99999999998	0	0	6711.6286920601	1.74622982740402E-10	6460.46311803797	69018.5039375809	79592.2813463417	0	155071.248401961	490.328984518973	5751.54199479841	6632.69011219514	12874.5610915125	440.000000000003	0	449.302391005029	0	12883.8634825175	12874.5610915125	440
1	-16105	-15741	6460.46311803797	69018.5039375809	79592.2813463417	0	490.328984518973	5751.54199479841	6632.69011219514	6599.99999999998	0	0	6709.682761713	-2.91038304567337E-11	6460.46311803797	68904.9976064612	79596.1049157484	0	154961.565640248	490.328984518973	5742.08313387177	6633.00874297903	12865.4208613698	440.000000000003	0	449.140230142752	0	12874.5610915125	12865.4208613698	440
1	-15740	-15376	6460.46311803797	68904.9976064612	79596.1049157484	0	490.328984518973	5742.08313387177	6633.00874297903	6599.99999999998	0	0	6707.77025207795	2.03726813197136E-10	6460.46311803797	68793.4412340741	79599.8910360573	0	154853.795388169	490.328984518973	5732.78676950617	6633.32425300478	12856.4400070299	440.000000000003	0	448.980854339849	0	12865.4208613698	12856.4400070299	440
1	-15375	-15011	6460.46311803797	68793.4412340741	79599.8910360573	0	490.328984518973	5732.78676950617	6633.32425300478	6599.99999999998	0	0	6705.89058969084	1.74622982740402E-10	6460.46311803797	68683.8013366526	79603.6403437878	0	154747.904798478	490.328984518973	5723.65011138772	6633.63669531565	12847.6157912223	440.000000000003	0	448.824215807588	0	12856.4400070299	12847.6157912223	440
1	-15010	-14646	6460.46311803797	68683.8013366526	79603.6403437878	0	490.328984518973	5723.65011138772	6633.63669531565	6599.99999999998	0	0	6704.04321091595	1.16415321826935E-10	6460.46311803797	68576.0450049858	79607.3534645384	0	154643.861587562	490.328984518973	5714.67041708215	6633.94612204487	12838.945523646	440.000000000003	0	448.670267576346	0	12847.6157912223	12838.945523646	440
1	-14645	-14281	6460.46311803797	68576.0450049858	79607.3534645384	0	490.328984518973	5714.67041708215	6633.94612204487	6599.99999999998	0	0	6702.22756177842	1.45519152283669E-10	6460.46311803797	68470.1398945715	79611.0310131742	0	154541.634025784	490.328984518973	5705.84499121429	6634.25258443118	12830.4265601644	440.000000000003	0	448.518963481551	0	12838.945523646	12830.4265601644	440
1	-14280	-13916	6460.46311803797	68470.1398945715	79611.0310131742	0	490.328984518973	5705.84499121429	6634.25258443118	6599.99999999998	0	0	6700.44309779871	-5.82076609134674E-11	6460.46311803797	68366.0542159365	79614.6735940105	0	154441.190927985	490.328984518973	5697.17118466137	6634.55613283421	12822.0563020146	440.000000000003	0	448.370258149889	0	12830.4265601644	12822.0563020146	440
1	-13915	-13551	6460.46311803797	68366.0542159365	79614.6735940105	0	490.328984518973	5697.17118466137	6634.55613283421	6599.99999999998	0	0	6698.68928383005	2.91038304567337E-11	6460.46311803797	68263.7567251232	79618.2818009937	0	154342.501644155	490.328984518973	5688.64639376026	6634.85681674947	12813.8321950287	440.000000000003	0	448.224106985846	0	12822.0563020146	12813.8321950287	440
1	-13550	-13186	6460.46311803797	68263.7567251232	79618.2818009937	0	490.328984518973	5688.64639376026	6634.85681674947	6599.99999999998	0	0	6696.96559389859	1.74622982740402E-10	6460.46311803797	68163.2167143385	79621.8562178796	0	154245.536050256	490.328984518973	5680.2680595282	6635.1546848233	12805.7517288705	440.000000000003	0	448.080466158232	0	12813.8321950287	12805.7517288705	440
